uuid,timestamp,event,dia_min,dia_max,temp_avg,check
5019,2022-03-01 19:52:57,Measure Workpiece,2.0,4.32,12.26,
5019,2022-03-01 21:52:57,Put Workpiece in Scrap Pile,,,,NOK
5020,2022-03-20 17:37:24,Produce Workpiece,,,,
5020,2022-03-20 19:37:24,Measure Workpiece,2.84,4.53,29.52,
5020,2022-03-20 21:37:24,Put Workpiece in Scrap Pile,,,,NOK
5021,2022-03-12 09:32:31,Produce Workpiece,,,,
5021,2022-03-12 11:32:31,Measure Workpiece,2.8,4.32,18.15,
5021,2022-03-12 13:32:31,Put Workpiece in OK Pile,,,,OK
5022,2022-03-20 15:47:15,Produce Workpiece,,,,
5022,2022-03-20 17:47:15,Measure Workpiece,2.05,4.1,18.27,
5022,2022-03-20 19:47:15,Put Workpiece in Scrap Pile,,,,NOK
5023,2022-03-16 09:52:59,Produce Workpiece,,,,
5023,2022-03-16 11:52:59,Measure Workpiece,2.45,4.19,20.45,
5023,2022-03-16 13:52:59,Put Workpiece in OK Pile,,,,OK
5024,2022-03-18 17:16:17,Produce Workpiece,,,,
5024,2022-03-18 19:16:17,Measure Workpiece,2.63,4.11,10.1,
5024,2022-03-18 21:16:17,Put Workpiece in OK Pile,,,,OK
5025,2022-03-14 09:44:08,Produce Workpiece,,,,
5025,2022-03-14 11:44:08,Measure Workpiece,2.24,4.48,11.91,
5025,2022-03-14 13:44:08,Put Workpiece in OK Pile,,,,OK
5026,2022-03-02 16:23:01,Produce Workpiece,,,,
5026,2022-03-02 18:23:01,Measure Workpiece,2.12,4.86,26.32,
5026,2022-03-02 20:23:01,Put Workpiece in OK Pile,,,,OK
5027,2022-03-09 13:48:26,Produce Workpiece,,,,
5027,2022-03-09 15:48:26,Measure Workpiece,2.72,4.63,11.99,
5027,2022-03-09 17:48:26,Put Workpiece in OK Pile,,,,OK
5028,2022-03-02 13:37:51,Produce Workpiece,,,,
5028,2022-03-02 15:37:51,Measure Workpiece,2.43,4.27,12.71,
5028,2022-03-02 17:37:51,Put Workpiece in OK Pile,,,,OK
5029,2022-03-05 11:28:02,Produce Workpiece,,,,
5029,2022-03-05 13:28:02,Measure Workpiece,2.74,4.8,28.52,
5029,2022-03-05 15:28:02,Put Workpiece in Scrap Pile,,,,NOK
5030,2022-03-14 14:51:23,Produce Workpiece,,,,
5030,2022-03-14 16:51:23,Measure Workpiece,2.29,4.71,22.06,
5030,2022-03-14 18:51:23,Put Workpiece in OK Pile,,,,OK
5031,2022-03-20 10:36:20,Produce Workpiece,,,,
5031,2022-03-20 12:36:20,Measure Workpiece,2.18,4.71,25.32,
5031,2022-03-20 14:36:20,Put Workpiece in OK Pile,,,,OK
5032,2022-03-19 11:32:14,Produce Workpiece,,,,
5032,2022-03-19 13:32:14,Measure Workpiece,2.11,4.18,14.14,
5032,2022-03-19 15:32:14,Put Workpiece in OK Pile,,,,OK
5033,2022-03-05 11:36:33,Produce Workpiece,,,,
5033,2022-03-05 13:36:33,Measure Workpiece,2.53,4.36,11.57,
5033,2022-03-05 15:36:33,Put Workpiece in OK Pile,,,,OK
5034,2022-03-03 10:43:43,Produce Workpiece,,,,
5034,2022-03-03 12:43:43,Measure Workpiece,2.01,4.08,23.68,
5034,2022-03-03 14:43:43,Put Workpiece in Scrap Pile,,,,NOK
5035,2022-03-17 12:15:55,Produce Workpiece,,,,
5035,2022-03-17 14:15:55,Measure Workpiece,2.82,4.39,22.47,
5035,2022-03-17 16:15:55,Put Workpiece in OK Pile,,,,OK
5036,2022-03-12 08:32:21,Produce Workpiece,,,,
5036,2022-03-12 10:32:21,Measure Workpiece,2.45,4.85,24.66,
5036,2022-03-12 12:32:21,Put Workpiece in OK Pile,,,,OK
5037,2022-03-04 11:21:47,Produce Workpiece,,,,
5037,2022-03-04 13:21:47,Measure Workpiece,2.88,4.31,29.97,
5037,2022-03-04 15:21:47,Put Workpiece in Scrap Pile,,,,NOK
5038,2022-03-06 11:04:49,Produce Workpiece,,,,
5038,2022-03-06 13:04:49,Measure Workpiece,2.27,4.7,24.91,
5038,2022-03-06 15:04:49,Put Workpiece in OK Pile,,,,OK
5039,2022-03-15 13:24:57,Produce Workpiece,,,,
5039,2022-03-15 15:24:57,Measure Workpiece,2.18,4.1,28.99,
5039,2022-03-15 17:24:57,Put Workpiece in Scrap Pile,,,,NOK
5040,2022-03-09 08:54:05,Produce Workpiece,,,,
5040,2022-03-09 10:54:05,Measure Workpiece,2.41,4.92,10.5,
5040,2022-03-09 12:54:05,Put Workpiece in Scrap Pile,,,,NOK
5041,2022-03-10 09:25:49,Produce Workpiece,,,,
5041,2022-03-10 11:25:49,Measure Workpiece,2.84,4.7,19.46,
5041,2022-03-10 13:25:49,Put Workpiece in OK Pile,,,,OK
5042,2022-03-08 14:05:54,Produce Workpiece,,,,
5042,2022-03-08 16:05:54,Measure Workpiece,2.95,4.45,22.73,
5042,2022-03-08 18:05:54,Put Workpiece in OK Pile,,,,OK
5043,2022-03-07 09:44:21,Produce Workpiece,,,,
5043,2022-03-07 11:44:21,Measure Workpiece,2.42,4.83,24.47,
5043,2022-03-07 13:44:21,Put Workpiece in OK Pile,,,,OK
5044,2022-03-15 11:52:19,Produce Workpiece,,,,
5044,2022-03-15 13:52:19,Measure Workpiece,2.26,4.07,28.17,
5044,2022-03-15 15:52:19,Put Workpiece in Scrap Pile,,,,NOK
5045,2022-03-07 12:57:23,Produce Workpiece,,,,
5045,2022-03-07 14:57:23,Measure Workpiece,2.18,4.16,29.78,
5045,2022-03-07 16:57:23,Put Workpiece in Scrap Pile,,,,NOK
5046,2022-03-09 09:23:06,Produce Workpiece,,,,
5046,2022-03-09 11:23:06,Measure Workpiece,2.62,4.73,11.42,
5046,2022-03-09 13:23:06,Put Workpiece in OK Pile,,,,OK
5047,2022-03-15 09:48:41,Produce Workpiece,,,,
5047,2022-03-15 11:48:41,Measure Workpiece,2.41,4.99,20.17,
5047,2022-03-15 13:48:41,Put Workpiece in Scrap Pile,,,,NOK
5048,2022-03-15 13:55:34,Produce Workpiece,,,,
5048,2022-03-15 15:55:34,Measure Workpiece,2.94,4.28,28.27,
5048,2022-03-15 17:55:34,Put Workpiece in Scrap Pile,,,,NOK
5049,2022-03-12 13:28:59,Produce Workpiece,,,,
5049,2022-03-12 15:28:59,Measure Workpiece,2.44,4.12,19.29,
5049,2022-03-12 17:28:59,Put Workpiece in OK Pile,,,,OK
5050,2022-03-19 16:21:49,Produce Workpiece,,,,
5050,2022-03-19 18:21:49,Measure Workpiece,2.14,4.08,11.47,
5050,2022-03-19 20:21:49,Put Workpiece in OK Pile,,,,OK
5051,2022-03-01 09:00:56,Produce Workpiece,,,,
5051,2022-03-01 11:00:56,Measure Workpiece,2.14,4.26,27.54,
5051,2022-03-01 13:00:56,Put Workpiece in OK Pile,,,,OK
5052,2022-03-04 13:44:16,Produce Workpiece,,,,
5052,2022-03-04 15:44:16,Measure Workpiece,2.82,4.01,12.16,
5052,2022-03-04 17:44:16,Put Workpiece in OK Pile,,,,OK
5053,2022-03-14 11:55:52,Produce Workpiece,,,,
5053,2022-03-14 13:55:52,Measure Workpiece,2.99,4.57,24.15,
5053,2022-03-14 15:55:52,Put Workpiece in OK Pile,,,,OK
5054,2022-03-18 13:40:55,Produce Workpiece,,,,
5054,2022-03-18 15:40:55,Measure Workpiece,2.69,4.75,17.37,
5054,2022-03-18 17:40:55,Put Workpiece in OK Pile,,,,OK
5055,2022-03-11 09:12:11,Produce Workpiece,,,,
5055,2022-03-11 11:12:11,Measure Workpiece,2.45,4.58,27.74,
5055,2022-03-11 13:12:11,Put Workpiece in OK Pile,,,,OK
5056,2022-03-19 09:09:00,Produce Workpiece,,,,
5056,2022-03-19 11:09:00,Measure Workpiece,2.33,4.4,21.15,
5056,2022-03-19 13:09:00,Put Workpiece in OK Pile,,,,OK
5057,2022-03-16 17:48:10,Produce Workpiece,,,,
5057,2022-03-16 19:48:10,Measure Workpiece,2.42,4.67,26.15,
5057,2022-03-16 21:48:10,Put Workpiece in OK Pile,,,,OK
5058,2022-03-07 14:17:58,Produce Workpiece,,,,
5058,2022-03-07 16:17:58,Measure Workpiece,2.71,4.98,18.62,
5058,2022-03-07 18:17:58,Put Workpiece in Scrap Pile,,,,NOK
5059,2022-03-09 09:02:42,Produce Workpiece,,,,
5059,2022-03-09 11:02:42,Measure Workpiece,2.49,4.64,14.75,
5059,2022-03-09 13:02:42,Put Workpiece in OK Pile,,,,OK
5060,2022-03-08 16:31:35,Produce Workpiece,,,,
5060,2022-03-08 18:31:35,Measure Workpiece,2.4,4.98,26.39,
5060,2022-03-08 20:31:35,Put Workpiece in Scrap Pile,,,,NOK
5061,2022-03-17 10:29:28,Produce Workpiece,,,,
5061,2022-03-17 12:29:28,Measure Workpiece,2.29,4.1,29.4,
5061,2022-03-17 14:29:28,Put Workpiece in Scrap Pile,,,,NOK
5062,2022-03-12 15:05:58,Produce Workpiece,,,,
5062,2022-03-12 17:05:58,Measure Workpiece,2.86,4.06,13.01,
5062,2022-03-12 19:05:58,Put Workpiece in OK Pile,,,,OK
5063,2022-03-01 10:38:45,Produce Workpiece,,,,
5063,2022-03-01 12:38:45,Measure Workpiece,2.13,4.19,18.58,
5063,2022-03-01 14:38:45,Put Workpiece in OK Pile,,,,OK
5064,2022-03-01 18:21:44,Produce Workpiece,,,,
5064,2022-03-01 20:21:44,Measure Workpiece,2.2,4.04,18.22,
5064,2022-03-01 22:21:44,Put Workpiece in OK Pile,,,,OK
5065,2022-03-05 14:30:53,Produce Workpiece,,,,
5065,2022-03-05 16:30:53,Measure Workpiece,2.53,4.36,20.15,
5065,2022-03-05 18:30:53,Put Workpiece in OK Pile,,,,OK
5066,2022-03-04 16:00:25,Produce Workpiece,,,,
5066,2022-03-04 18:00:25,Measure Workpiece,2.83,4.88,10.82,
5066,2022-03-04 20:00:25,Put Workpiece in OK Pile,,,,OK
5067,2022-03-19 12:28:15,Produce Workpiece,,,,
5067,2022-03-19 14:28:15,Measure Workpiece,2.71,4.4,26.04,
5067,2022-03-19 16:28:15,Put Workpiece in OK Pile,,,,OK
5068,2022-03-09 18:50:57,Produce Workpiece,,,,
5068,2022-03-09 20:50:57,Measure Workpiece,2.57,4.59,27.26,
5068,2022-03-09 22:50:57,Put Workpiece in OK Pile,,,,OK
5069,2022-03-09 14:54:44,Produce Workpiece,,,,
5069,2022-03-09 16:54:44,Measure Workpiece,2.63,4.78,23.07,
5069,2022-03-09 18:54:44,Put Workpiece in OK Pile,,,,OK
5070,2022-03-04 14:30:05,Produce Workpiece,,,,
5070,2022-03-04 16:30:05,Measure Workpiece,2.16,4.45,24.79,
5070,2022-03-04 18:30:05,Put Workpiece in OK Pile,,,,OK
5071,2022-03-02 11:23:47,Produce Workpiece,,,,
5071,2022-03-02 13:23:47,Measure Workpiece,2.25,4.67,22.34,
5071,2022-03-02 15:23:47,Put Workpiece in OK Pile,,,,OK
5072,2022-03-15 12:25:20,Produce Workpiece,,,,
5072,2022-03-15 14:25:20,Measure Workpiece,2.74,4.14,29.35,
5072,2022-03-15 16:25:20,Put Workpiece in Scrap Pile,,,,NOK
5073,2022-03-11 09:53:20,Produce Workpiece,,,,
5073,2022-03-11 11:53:20,Measure Workpiece,2.21,4.6,24.72,
5073,2022-03-11 13:53:20,Put Workpiece in OK Pile,,,,OK
5074,2022-03-20 13:19:25,Produce Workpiece,,,,
5074,2022-03-20 15:19:25,Measure Workpiece,2.92,4.52,16.42,
5074,2022-03-20 17:19:25,Put Workpiece in OK Pile,,,,OK
5075,2022-03-15 13:31:14,Produce Workpiece,,,,
5075,2022-03-15 15:31:14,Measure Workpiece,2.49,4.22,21.85,
5075,2022-03-15 17:31:14,Put Workpiece in OK Pile,,,,OK
5076,2022-03-05 16:28:24,Produce Workpiece,,,,
5076,2022-03-05 18:28:24,Measure Workpiece,2.64,4.4,24.97,
5076,2022-03-05 20:28:24,Put Workpiece in OK Pile,,,,OK
5077,2022-03-17 09:46:48,Produce Workpiece,,,,
5077,2022-03-17 11:46:48,Measure Workpiece,2.73,4.39,13.39,
5077,2022-03-17 13:46:48,Put Workpiece in OK Pile,,,,OK
5078,2022-03-16 08:26:08,Produce Workpiece,,,,
5078,2022-03-16 10:26:08,Measure Workpiece,2.97,4.58,12.57,
5078,2022-03-16 12:26:08,Put Workpiece in OK Pile,,,,OK
5079,2022-03-09 14:03:08,Produce Workpiece,,,,
5079,2022-03-09 16:03:08,Measure Workpiece,2.97,4.72,13.5,
5079,2022-03-09 18:03:08,Put Workpiece in OK Pile,,,,OK
5080,2022-03-08 13:04:47,Produce Workpiece,,,,
5080,2022-03-08 15:04:47,Measure Workpiece,2.84,4.33,27.21,
5080,2022-03-08 17:04:47,Put Workpiece in OK Pile,,,,OK
5081,2022-03-20 08:51:53,Produce Workpiece,,,,
5081,2022-03-20 10:51:53,Measure Workpiece,2.43,4.15,22.35,
5081,2022-03-20 12:51:53,Put Workpiece in OK Pile,,,,OK
5082,2022-03-18 16:48:55,Produce Workpiece,,,,
5082,2022-03-18 18:48:55,Measure Workpiece,2.11,4.23,22.99,
5082,2022-03-18 20:48:55,Put Workpiece in OK Pile,,,,OK
5083,2022-03-17 10:03:24,Produce Workpiece,,,,
5083,2022-03-17 12:03:24,Measure Workpiece,2.66,4.96,20.82,
5083,2022-03-17 14:03:24,Put Workpiece in Scrap Pile,,,,NOK
5084,2022-03-16 10:41:27,Produce Workpiece,,,,
5084,2022-03-16 12:41:27,Measure Workpiece,2.39,4.66,16.05,
5084,2022-03-16 14:41:27,Put Workpiece in OK Pile,,,,OK
5085,2022-03-06 08:59:09,Produce Workpiece,,,,
5085,2022-03-06 10:59:09,Measure Workpiece,2.78,4.99,12.97,
5085,2022-03-06 12:59:09,Put Workpiece in Scrap Pile,,,,NOK
5086,2022-03-04 18:53:01,Produce Workpiece,,,,
5086,2022-03-04 20:53:01,Measure Workpiece,2.12,4.85,17.66,
5086,2022-03-04 22:53:01,Put Workpiece in OK Pile,,,,OK
5087,2022-03-05 13:22:30,Produce Workpiece,,,,
5087,2022-03-05 15:22:30,Measure Workpiece,2.78,4.21,10.21,
5087,2022-03-05 17:22:30,Put Workpiece in OK Pile,,,,OK
5088,2022-03-10 18:10:40,Produce Workpiece,,,,
5088,2022-03-10 20:10:40,Measure Workpiece,2.76,4.68,13.8,
5088,2022-03-10 22:10:40,Put Workpiece in OK Pile,,,,OK
5089,2022-03-09 09:29:25,Produce Workpiece,,,,
5089,2022-03-09 11:29:25,Measure Workpiece,2.02,4.34,10.43,
5089,2022-03-09 13:29:25,Put Workpiece in Scrap Pile,,,,NOK
5090,2022-03-06 08:16:55,Produce Workpiece,,,,
5090,2022-03-06 10:16:55,Measure Workpiece,2.31,4.96,10.68,
5090,2022-03-06 12:16:55,Put Workpiece in Scrap Pile,,,,NOK
5091,2022-03-06 13:45:05,Produce Workpiece,,,,
5091,2022-03-06 15:45:05,Measure Workpiece,2.57,4.57,29.3,
5091,2022-03-06 17:45:05,Put Workpiece in Scrap Pile,,,,NOK
5092,2022-03-20 12:03:31,Produce Workpiece,,,,
5092,2022-03-20 14:03:31,Measure Workpiece,2.73,4.91,10.06,
5092,2022-03-20 16:03:31,Put Workpiece in Scrap Pile,,,,NOK
5093,2022-03-14 12:26:50,Produce Workpiece,,,,
5093,2022-03-14 14:26:50,Measure Workpiece,2.04,4.94,13.47,
5093,2022-03-14 16:26:50,Put Workpiece in Scrap Pile,,,,NOK
5094,2022-03-17 13:24:41,Produce Workpiece,,,,
5094,2022-03-17 15:24:41,Measure Workpiece,2.11,4.4,10.15,
5094,2022-03-17 17:24:41,Put Workpiece in OK Pile,,,,OK
5095,2022-03-06 15:11:15,Produce Workpiece,,,,
5095,2022-03-06 17:11:15,Measure Workpiece,2.16,4.99,23.97,
5095,2022-03-06 19:11:15,Put Workpiece in Scrap Pile,,,,NOK
5096,2022-03-08 13:01:56,Produce Workpiece,,,,
5096,2022-03-08 15:01:56,Measure Workpiece,2.3,4.9,11.13,
5096,2022-03-08 17:01:56,Put Workpiece in Scrap Pile,,,,NOK
5097,2022-03-14 12:35:32,Produce Workpiece,,,,
5097,2022-03-14 14:35:32,Measure Workpiece,2.19,4.92,25.09,
5097,2022-03-14 16:35:32,Put Workpiece in Scrap Pile,,,,NOK
5098,2022-03-05 15:00:06,Produce Workpiece,,,,
5098,2022-03-05 17:00:06,Measure Workpiece,2.3,4.27,20.59,
5098,2022-03-05 19:00:06,Put Workpiece in OK Pile,,,,OK
5099,2022-03-16 16:29:11,Produce Workpiece,,,,
5099,2022-03-16 18:29:11,Measure Workpiece,2.33,4.56,16.38,
5099,2022-03-16 20:29:11,Put Workpiece in OK Pile,,,,OK
5100,2022-03-20 10:27:13,Produce Workpiece,,,,
5100,2022-03-20 12:27:13,Measure Workpiece,2.73,4.1,21.57,
5100,2022-03-20 14:27:13,Put Workpiece in OK Pile,,,,OK
5101,2022-03-07 11:16:40,Produce Workpiece,,,,
5101,2022-03-07 13:16:40,Measure Workpiece,2.69,4.94,26.35,
5101,2022-03-07 15:16:40,Put Workpiece in Scrap Pile,,,,NOK
5102,2022-03-06 08:31:41,Produce Workpiece,,,,
5102,2022-03-06 10:31:41,Measure Workpiece,2.94,4.63,27.31,
5102,2022-03-06 12:31:41,Put Workpiece in OK Pile,,,,OK
5103,2022-03-06 15:57:18,Produce Workpiece,,,,
5103,2022-03-06 17:57:18,Measure Workpiece,2.46,4.91,22.33,
5103,2022-03-06 19:57:18,Put Workpiece in Scrap Pile,,,,NOK
5104,2022-03-20 10:31:55,Produce Workpiece,,,,
5104,2022-03-20 12:31:55,Measure Workpiece,2.13,4.73,21.72,
5104,2022-03-20 14:31:55,Put Workpiece in OK Pile,,,,OK
5105,2022-03-07 08:14:03,Produce Workpiece,,,,
5105,2022-03-07 10:14:03,Measure Workpiece,2.66,4.03,14.63,
5105,2022-03-07 12:14:03,Put Workpiece in OK Pile,,,,OK
5106,2022-03-03 17:16:52,Produce Workpiece,,,,
5106,2022-03-03 19:16:52,Measure Workpiece,2.91,4.51,16.32,
5106,2022-03-03 21:16:52,Put Workpiece in OK Pile,,,,OK
5107,2022-03-12 18:06:18,Produce Workpiece,,,,
5107,2022-03-12 20:06:18,Measure Workpiece,2.7,4.66,13.41,
5107,2022-03-12 22:06:18,Put Workpiece in OK Pile,,,,OK
5108,2022-03-14 18:52:22,Produce Workpiece,,,,
5108,2022-03-14 20:52:22,Measure Workpiece,2.68,4.01,26.74,
5108,2022-03-14 22:52:22,Put Workpiece in OK Pile,,,,OK
5109,2022-03-13 14:47:36,Produce Workpiece,,,,
5109,2022-03-13 16:47:36,Measure Workpiece,2.1,4.64,28.35,
5109,2022-03-13 18:47:36,Put Workpiece in Scrap Pile,,,,NOK
5110,2022-03-01 13:23:53,Produce Workpiece,,,,
5110,2022-03-01 15:23:53,Measure Workpiece,2.15,4.23,19.89,
5110,2022-03-01 17:23:53,Put Workpiece in OK Pile,,,,OK
5111,2022-03-19 18:12:51,Produce Workpiece,,,,
5111,2022-03-19 20:12:51,Measure Workpiece,2.05,4.01,23.37,
5111,2022-03-19 22:12:51,Put Workpiece in Scrap Pile,,,,NOK
5112,2022-03-10 15:08:54,Produce Workpiece,,,,
5112,2022-03-10 17:08:54,Measure Workpiece,2.58,4.18,27.21,
5112,2022-03-10 19:08:54,Put Workpiece in OK Pile,,,,OK
5113,2022-03-15 14:59:05,Produce Workpiece,,,,
5113,2022-03-15 16:59:05,Measure Workpiece,2.33,4.3,29.33,
5113,2022-03-15 18:59:05,Put Workpiece in Scrap Pile,,,,NOK
5114,2022-03-13 14:53:26,Produce Workpiece,,,,
5114,2022-03-13 16:53:26,Measure Workpiece,2.85,4.16,16.58,
5114,2022-03-13 18:53:26,Put Workpiece in OK Pile,,,,OK
5115,2022-03-06 15:42:42,Produce Workpiece,,,,
5115,2022-03-06 17:42:42,Measure Workpiece,2.94,4.26,20.05,
5115,2022-03-06 19:42:42,Put Workpiece in OK Pile,,,,OK
5116,2022-03-06 09:24:30,Produce Workpiece,,,,
5116,2022-03-06 11:24:30,Measure Workpiece,2.45,4.8,11.38,
5116,2022-03-06 13:24:30,Put Workpiece in OK Pile,,,,OK
5117,2022-03-04 15:25:11,Produce Workpiece,,,,
5117,2022-03-04 17:25:11,Measure Workpiece,2.75,4.97,26.37,
5117,2022-03-04 19:25:11,Put Workpiece in Scrap Pile,,,,NOK
5118,2022-03-05 10:16:25,Produce Workpiece,,,,
5118,2022-03-05 12:16:25,Measure Workpiece,2.27,4.74,16.89,
5118,2022-03-05 14:16:25,Put Workpiece in OK Pile,,,,OK
5119,2022-03-14 14:55:20,Produce Workpiece,,,,
5119,2022-03-14 16:55:20,Measure Workpiece,2.02,4.52,20.41,
5119,2022-03-14 18:55:20,Put Workpiece in Scrap Pile,,,,NOK
5120,2022-03-19 13:14:23,Produce Workpiece,,,,
5120,2022-03-19 15:14:23,Measure Workpiece,2.69,4.07,17.85,
5120,2022-03-19 17:14:23,Put Workpiece in OK Pile,,,,OK
5121,2022-03-18 17:00:27,Produce Workpiece,,,,
5121,2022-03-18 19:00:27,Measure Workpiece,2.4,4.94,11.0,
5121,2022-03-18 21:00:27,Put Workpiece in Scrap Pile,,,,NOK
5122,2022-03-09 09:16:56,Produce Workpiece,,,,
5122,2022-03-09 11:16:56,Measure Workpiece,2.17,4.41,19.65,
5122,2022-03-09 13:16:56,Put Workpiece in OK Pile,,,,OK
5123,2022-03-11 18:35:05,Produce Workpiece,,,,
5123,2022-03-11 20:35:05,Measure Workpiece,2.66,4.8,21.6,
5123,2022-03-11 22:35:05,Put Workpiece in OK Pile,,,,OK
5124,2022-03-13 09:48:16,Produce Workpiece,,,,
5124,2022-03-13 11:48:16,Measure Workpiece,2.34,5.0,15.78,
5124,2022-03-13 13:48:16,Put Workpiece in Scrap Pile,,,,NOK
5125,2022-03-05 14:45:08,Produce Workpiece,,,,
5125,2022-03-05 16:45:08,Measure Workpiece,2.69,4.81,21.85,
5125,2022-03-05 18:45:08,Put Workpiece in OK Pile,,,,OK
5126,2022-03-13 09:27:18,Produce Workpiece,,,,
5126,2022-03-13 11:27:18,Measure Workpiece,2.37,4.42,15.38,
5126,2022-03-13 13:27:18,Put Workpiece in OK Pile,,,,OK
5127,2022-03-01 12:35:16,Produce Workpiece,,,,
5127,2022-03-01 14:35:16,Measure Workpiece,2.34,4.29,14.33,
5127,2022-03-01 16:35:16,Put Workpiece in OK Pile,,,,OK
5128,2022-03-04 17:03:17,Produce Workpiece,,,,
5128,2022-03-04 19:03:17,Measure Workpiece,2.71,4.17,24.88,
5128,2022-03-04 21:03:17,Put Workpiece in OK Pile,,,,OK
5129,2022-03-19 16:20:54,Produce Workpiece,,,,
5129,2022-03-19 18:20:54,Measure Workpiece,2.51,4.96,27.44,
5129,2022-03-19 20:20:54,Put Workpiece in Scrap Pile,,,,NOK
5130,2022-03-19 15:42:05,Produce Workpiece,,,,
5130,2022-03-19 17:42:05,Measure Workpiece,2.91,4.84,27.44,
5130,2022-03-19 19:42:05,Put Workpiece in OK Pile,,,,OK
5131,2022-03-12 12:21:52,Produce Workpiece,,,,
5131,2022-03-12 14:21:52,Measure Workpiece,2.73,4.66,12.93,
5131,2022-03-12 16:21:52,Put Workpiece in OK Pile,,,,OK
5132,2022-03-04 13:03:13,Produce Workpiece,,,,
5132,2022-03-04 15:03:13,Measure Workpiece,2.56,4.05,25.2,
5132,2022-03-04 17:03:13,Put Workpiece in OK Pile,,,,OK
5133,2022-03-16 10:57:48,Produce Workpiece,,,,
5133,2022-03-16 12:57:48,Measure Workpiece,2.45,4.07,19.77,
5133,2022-03-16 14:57:48,Put Workpiece in OK Pile,,,,OK
5134,2022-03-14 14:49:44,Produce Workpiece,,,,
5134,2022-03-14 16:49:44,Measure Workpiece,2.92,4.82,21.18,
5134,2022-03-14 18:49:44,Put Workpiece in OK Pile,,,,OK
5135,2022-03-03 17:45:09,Produce Workpiece,,,,
5135,2022-03-03 19:45:09,Measure Workpiece,2.72,4.59,26.09,
5135,2022-03-03 21:45:09,Put Workpiece in OK Pile,,,,OK
5136,2022-03-14 11:07:52,Produce Workpiece,,,,
5136,2022-03-14 13:07:52,Measure Workpiece,2.37,4.22,13.27,
5136,2022-03-14 15:07:52,Put Workpiece in OK Pile,,,,OK
5137,2022-03-19 18:26:55,Produce Workpiece,,,,
5137,2022-03-19 20:26:55,Measure Workpiece,2.18,4.69,18.8,
5137,2022-03-19 22:26:55,Put Workpiece in OK Pile,,,,OK
5138,2022-03-11 15:19:55,Produce Workpiece,,,,
5138,2022-03-11 17:19:55,Measure Workpiece,2.14,4.59,27.69,
5138,2022-03-11 19:19:55,Put Workpiece in OK Pile,,,,OK
5139,2022-03-15 10:14:29,Produce Workpiece,,,,
5139,2022-03-15 12:14:29,Measure Workpiece,2.77,4.32,27.09,
5139,2022-03-15 14:14:29,Put Workpiece in OK Pile,,,,OK
5140,2022-03-11 15:54:35,Produce Workpiece,,,,
5140,2022-03-11 17:54:35,Measure Workpiece,2.79,4.37,22.14,
5140,2022-03-11 19:54:35,Put Workpiece in OK Pile,,,,OK
5141,2022-03-15 11:14:11,Produce Workpiece,,,,
5141,2022-03-15 13:14:11,Measure Workpiece,2.53,4.93,25.87,
5141,2022-03-15 15:14:11,Put Workpiece in Scrap Pile,,,,NOK
5142,2022-03-04 11:53:55,Produce Workpiece,,,,
5142,2022-03-04 13:53:55,Measure Workpiece,2.01,4.13,22.5,
5142,2022-03-04 15:53:55,Put Workpiece in Scrap Pile,,,,NOK
5143,2022-03-08 14:10:26,Produce Workpiece,,,,
5143,2022-03-08 16:10:26,Measure Workpiece,2.73,4.25,22.39,
5143,2022-03-08 18:10:26,Put Workpiece in OK Pile,,,,OK
5144,2022-03-19 18:04:28,Produce Workpiece,,,,
5144,2022-03-19 20:04:28,Measure Workpiece,2.64,4.25,22.64,
5144,2022-03-19 22:04:28,Put Workpiece in OK Pile,,,,OK
5145,2022-03-08 09:00:21,Produce Workpiece,,,,
5145,2022-03-08 11:00:21,Measure Workpiece,2.67,4.2,16.95,
5145,2022-03-08 13:00:21,Put Workpiece in OK Pile,,,,OK
5146,2022-03-05 09:18:32,Produce Workpiece,,,,
5146,2022-03-05 11:18:32,Measure Workpiece,2.66,4.26,12.23,
5146,2022-03-05 13:18:32,Put Workpiece in OK Pile,,,,OK
5147,2022-03-11 11:04:40,Produce Workpiece,,,,
5147,2022-03-11 13:04:40,Measure Workpiece,2.48,4.55,29.52,
5147,2022-03-11 15:04:40,Put Workpiece in Scrap Pile,,,,NOK
5148,2022-03-07 13:48:38,Produce Workpiece,,,,
5148,2022-03-07 15:48:38,Measure Workpiece,2.41,4.77,10.49,
5148,2022-03-07 17:48:38,Put Workpiece in OK Pile,,,,OK
5149,2022-03-10 11:56:43,Produce Workpiece,,,,
5149,2022-03-10 13:56:43,Measure Workpiece,2.79,4.14,23.11,
5149,2022-03-10 15:56:43,Put Workpiece in OK Pile,,,,OK
5150,2022-03-09 09:42:11,Produce Workpiece,,,,
5150,2022-03-09 11:42:11,Measure Workpiece,2.86,4.6,22.74,
5150,2022-03-09 13:42:11,Put Workpiece in OK Pile,,,,OK
5151,2022-03-17 16:19:44,Produce Workpiece,,,,
5151,2022-03-17 18:19:44,Measure Workpiece,2.99,4.44,20.69,
5151,2022-03-17 20:19:44,Put Workpiece in OK Pile,,,,OK
5152,2022-03-15 15:52:36,Produce Workpiece,,,,
5152,2022-03-15 17:52:36,Measure Workpiece,2.07,4.08,14.79,
5152,2022-03-15 19:52:36,Put Workpiece in Scrap Pile,,,,NOK
5153,2022-03-03 08:07:48,Produce Workpiece,,,,
5153,2022-03-03 10:07:48,Measure Workpiece,2.01,4.94,21.66,
